,doc_id,token,bow
2492,LB0103ENv1,course,1
2493,LB0103ENv1,systems,2
2494,LB0103ENv1,reactive,3
2495,LB0103ENv1,used,1
2496,LB0103ENv1,architecture,1
2497,LB0103ENv1,explain,1
2498,LB0103ENv1,introduce,1
2499,LB0103ENv1,core,1
2500,LB0103ENv1,domain,3
2501,LB0103ENv1,driven,3
2502,LB0103ENv1,design,3
2503,LB0103ENv1,elements,2
2504,LB0103ENv1,relate,1
2505,LB0103ENv1,technique,1
2506,IT0101EN,apps,1
2507,IT0101EN,build,1
2508,IT0101EN,learn,1
2509,IT0101EN,node,1
2510,IT0101EN,objects,1
2511,IT0101EN,program,1
2512,IT0101EN,recognize,1
2513,IT0101EN,red,1
2514,IT0101EN,robot,1
2515,IT0101EN,robots,1
2516,IT0101EN,use,1
2517,IT0101EN,want,1
2518,IT0101EN,using,1
2519,IT0101EN,control,1
2520,IT0101EN,simple,2
2521,IT0101EN,building,1
2522,IT0101EN,move,1
2523,IT0101EN,js,1
2524,IT0101EN,purchase,1
2525,IT0101EN,arm,1
2526,IT0101EN,flash,1
2527,IT0101EN,light,1
2528,IT0101EN,simulator,1
2529,IT0101EN,speak,1
2530,IT0101EN,tjbot,4
2531,CC0250EN,cloud,5
2532,CC0250EN,learn,2
2533,CC0250EN,want,1
2534,CC0250EN,course,2
2535,CC0250EN,provides,1
2536,CC0250EN,application,1
2537,CC0250EN,native,4
2538,CC0250EN,development,1
2539,CC0250EN,work,1
2540,CC0250EN,concepts,1
2541,CC0250EN,introduces,1
2542,CC0250EN,applications,2
2543,CC0250EN,everyone,1
2544,CC0250EN,building,2
2545,CC0250EN,make,1
2546,CC0250EN,projects,3
2547,CC0250EN,information,1
2548,CC0250EN,interest,1
2549,CC0250EN,administrators,1
2550,CC0250EN,anyone,1
2551,CC0250EN,decisions,1
2552,CC0250EN,delivering,1
2553,CC0250EN,devops,1
2554,CC0250EN,engineering,1
2555,CC0250EN,enterprise,1
2556,CC0250EN,environments,2
2557,CC0250EN,informed,1
2558,CC0250EN,legacy,1
2559,CC0250EN,migrating,1
2560,CC0250EN,migration,1
2561,CC0250EN,modernization,2
2562,CC0250EN,modernizing,1
2563,CC0250EN,multicloud,3
2564,CC0250EN,related,1
2565,CC0250EN,wants,1
2566,BD0101EN,data,3
2567,BD0101EN,learn,1
2568,BD0101EN,course,1
2569,BD0101EN,apache,1
2570,BD0101EN,big,7
2571,BD0101EN,used,1
2572,BD0101EN,hadoop,1
2573,BD0101EN,see,1
2574,BD0101EN,picture,1
2575,BD0101EN,discussions,1
2576,BD0101EN,matter,1
2577,BD0101EN,terminology,1
2578,EE0101EN,cloud,1
2579,EE0101EN,learn,1
2580,EE0101EN,take,1
2581,EE0101EN,course,1
2582,EE0101EN,ibm,1
2583,EE0101EN,computing,1
2584,EE0101EN,run,1
2585,EE0101EN,native,1
2586,EE0101EN,java,1
2587,EE0101EN,existing,1
2588,EE0101EN,tools,1
2589,EE0101EN,applications,2
2590,EE0101EN,understanding,1
2591,EE0101EN,update,1
2592,EE0101EN,level,1
2593,EE0101EN,available,1
2594,EE0101EN,ee,1
2595,EE0101EN,techniques,1
2596,EE0101EN,complete,1
2597,EE0101EN,migration,1
2598,EE0101EN,modernization,1
2599,EE0101EN,modernizing,1
2600,EE0101EN,badge,1
2601,EE0101EN,earn,1
2602,EE0101EN,options,1
2603,EE0101EN,platforms,1
2604,GPXX04P5EN,data,1
2605,GPXX04P5EN,learn,1
2606,GPXX04P5EN,network,1
2607,GPXX04P5EN,networks,1
2608,GPXX04P5EN,neural,2
2609,GPXX04P5EN,using,2
2610,GPXX04P5EN,science,1
2611,GPXX04P5EN,basic,1
2612,GPXX04P5EN,methods,1
2613,GPXX04P5EN,lab,1
2614,GPXX04P5EN,linear,1
2615,GPXX04P5EN,prognostication,1
2616,GPXX04P5EN,agriculture,1
2617,GPXX04P5EN,forecasting,1
2618,GPXX04P5EN,regression,1
2619,CO0101EN,create,1
2620,CO0101EN,developer,1
2621,CO0101EN,learn,2
2622,CO0101EN,use,1
2623,CO0101EN,problems,1
2624,CO0101EN,run,2
2625,CO0101EN,introduction,1
2626,CO0101EN,containers,2
2627,CO0101EN,docker,2
2628,CO0101EN,container,1
2629,CO0101EN,essentials,1
2630,CO0101EN,service,1
2631,CO0101EN,applications,1
2632,CO0101EN,solve,1
2633,CO0101EN,orchestration,1
2634,CO0101EN,reconciliation,1
2635,CO0101EN,availability,1
2636,CO0101EN,discovery,1
2637,CO0101EN,high,1
2638,CO0101EN,production,1
2639,ML0122ENv3,learn,1
2640,ML0122ENv3,use,1
2641,ML0122ENv3,accelerated,1
2642,ML0122ENv3,accelerating,1
2643,ML0122ENv3,complex,1
2644,ML0122ENv3,course,1
2645,ML0122ENv3,datasets,1
2646,ML0122ENv3,deep,3
2647,ML0122ENv3,gpu,1
2648,ML0122ENv3,hardware,1
2649,ML0122ENv3,large,1
2650,ML0122ENv3,learning,3
2651,ML0122ENv3,models,1
2652,ML0122ENv3,overcome,1
2653,ML0122ENv3,problem,1
2654,ML0122ENv3,scalability,1
2655,ML0122ENv3,takes,1
2656,ML0122ENv3,time,1
2657,ML0122ENv3,training,1
2658,ML0122ENv3,gpus,1
2659,LB0107ENv1,systems,2
2660,LB0107ENv1,reactive,2
2661,LB0107ENv1,architecture,2
2662,LB0107ENv1,building,2
2663,LB0107ENv1,scalable,2
2664,CB0101EN,build,2
2665,CB0101EN,learn,1
2666,CB0101EN,watson,1
2667,CB0101EN,deploy,1
2668,CB0101EN,real,1
2669,CB0101EN,code,1
2670,CB0101EN,write,1
2671,CB0101EN,assistant,1
2672,CB0101EN,chatbot,1
2673,CB0101EN,chatbots,2
2674,CB0101EN,five,1
2675,CB0101EN,leveraging,1
2676,CB0101EN,minutes,1
2677,CB0101EN,site,1
2678,GPXX0PG8EN,data,2
2679,GPXX0PG8EN,learn,1
2680,GPXX0PG8EN,analysis,2
2681,GPXX0PG8EN,science,1
2682,GPXX0PG8EN,basic,2
2683,GPXX0PG8EN,lab,1
2684,GPXX0PG8EN,perform,1
2685,GPXX0PG8EN,statistical,2
2686,GPXX0PG8EN,download,1
2687,GPXX0PG8EN,visualize,1
2688,GPXX0PG8EN,agriculture,1
2689,GPXX0PG8EN,display,1
2690,GPXX0PG8EN,dynamic,1
2691,GPXX0PG8EN,geo,1
2692,GPXX0PG8EN,maps,1
2693,GPXX0PG8EN,visualisation,1
2694,ML0101EN,take,1
2695,ML0101EN,benefit,1
2696,ML0101EN,learning,2
2697,ML0101EN,machine,2
2698,ML0101EN,python,1
2699,ML0101EN,common,1
2700,ML0101EN,see,1
2701,ML0101EN,tool,1
2702,ML0101EN,predicting,1
2703,ML0101EN,magic,1
2704,ML0101EN,opportunity,1
2705,ML0101EN,‚,3
2706,ML0101EN,make,1
2707,ML0101EN,experience,1
2708,ML0101EN,ball,1
2709,ML0101EN,beneficial,1
2710,ML0101EN,bit,1
2711,ML0101EN,blue,1
2712,ML0101EN,certain,1
2713,ML0101EN,die,1
2714,ML0101EN,eight,1
2715,ML0101EN,future,1
2716,ML0101EN,hazy,1
2717,ML0101EN,indicator,1
2718,ML0101EN,oil,1
2719,ML0101EN,phrases,1
2720,ML0101EN,point,1
2721,ML0101EN,predictions,1
2722,ML0101EN,rely,1
2723,ML0101EN,reply,1
2724,ML0101EN,room,1
2725,ML0101EN,shelf,1
2726,ML0101EN,signs,1
2727,ML0101EN,trends,1
2728,ML0101EN,try,1
2729,ML0101EN,yes,1
2730,CB0103EN,build,2
2731,CB0103EN,watson,1
2732,CB0103EN,deploy,1
2733,CB0103EN,real,1
2734,CB0103EN,code,1
2735,CB0103EN,write,1
2736,CB0103EN,assistant,1
2737,CB0103EN,chatbot,2
2738,CB0103EN,chatbots,1
2739,CB0103EN,five,1
2740,CB0103EN,leveraging,1
2741,CB0103EN,minutes,1
2742,CB0103EN,site,1
2743,ML0109EN,learning,2
2744,ML0109EN,machine,2
2745,ML0109EN,dimensionality,2
2746,ML0109EN,reduction,2
2747,ML0101ENv3,course,1
2748,ML0101ENv3,learning,4
2749,ML0101ENv3,machine,3
2750,ML0101ENv3,need,1
2751,ML0101ENv3,get,1
2752,ML0101ENv3,started,1
2753,ML0101ENv3,python,2
2754,ML0101ENv3,tool,1
2755,ML0101ENv3,tools,1
2756,ML0101ENv3,predict,1
2757,ML0101ENv3,free,1
2758,ML0101ENv3,hidden,1
2759,ML0101ENv3,insights,1
2760,ML0101ENv3,beneficial,1
2761,ML0101ENv3,future,1
2762,ML0101ENv3,trends,1
2763,ML0101ENv3,give,1
2764,ML0101ENv3,supervised,1
2765,ML0101ENv3,unsupervised,1
2766,GPXX0M7ZEN,consuming,1
2767,GPXX0M7ZEN,restful,2
2768,GPXX0M7ZEN,using,2
2769,GPXX0M7ZEN,service,2
2770,GPXX0M7ZEN,access,1
2771,GPXX0M7ZEN,java,2
2772,GPXX0M7ZEN,json,4
2773,GPXX0M7ZEN,web,2
2774,GPXX0M7ZEN,simple,1
2775,GPXX0M7ZEN,resources,1
2776,GPXX0M7ZEN,b,2
2777,GPXX0M7ZEN,consume,1
2778,GPXX0M7ZEN,p,2
2779,CC0121EN,cloud,2
2780,CC0121EN,learn,1
2781,CC0121EN,services,3
2782,CC0121EN,ibm,2
2783,CC0121EN,introduction,1
2784,CC0121EN,customer,1
2785,CC0121EN,financial,3
2786,CC0121EN,benefits,1
2787,CC0121EN,challenges,1
2788,CC0121EN,issues,1
2789,CC0121EN,market,1
2790,CC0121EN,segment,1
2791,CC0121EN,target,1
2792,DA0101EN,data,3
2793,DA0101EN,learn,1
2794,DA0101EN,course,1
2795,DA0101EN,analysis,1
2796,DA0101EN,basic,1
2797,DA0101EN,dataset,1
2798,DA0101EN,python,1
2799,DA0101EN,acquisition,1
2800,DA0101EN,insight,1
2801,DA0101EN,obtain,1
2802,GPXX07UGEN,learn,1
2803,GPXX07UGEN,microservices,2
2804,GPXX07UGEN,reactive,2
2805,GPXX07UGEN,using,2
2806,GPXX07UGEN,framework,1
2807,GPXX07UGEN,test,1
2808,GPXX07UGEN,testing,3
2809,GPXX07UGEN,true,1
2810,GPXX07UGEN,java,2
2811,GPXX07UGEN,microshed,2
2812,GPXX07UGEN,environments,1
2813,GPXX07UGEN,production,1
2814,GPXX0QU9EN,learn,1
2815,GPXX0QU9EN,microservices,2
2816,GPXX0QU9EN,using,1
2817,GPXX0QU9EN,java,1
2818,GPXX0QU9EN,microprofile,1
2819,GPXX0QU9EN,health,3
2820,GPXX0QU9EN,kubernetes,2
2821,GPXX0QU9EN,check,2
2822,GPXX0QU9EN,checking,1
2823,GPXX0QU9EN,endpoints,1
2824,GPXX0QU9EN,inspect,1
2825,GPXX0QU9EN,liveness,2
2826,GPXX0QU9EN,probes,2
2827,GPXX0QU9EN,readiness,2
2828,GPXX0QU9EN,setting,1
2829,SC0101EN,data,4
2830,SC0101EN,course,2
2831,SC0101EN,designed,1
2832,SC0101EN,science,3
2833,SC0101EN,development,1
2834,SC0101EN,fundamentals,1
2835,SC0101EN,good,1
2836,SC0101EN,understanding,1
2837,SC0101EN,scala,5
2838,SC0101EN,language,1
2839,SC0101EN,programming,2
2840,SC0101EN,knowledge,1
2841,SC0101EN,advanced,1
2842,SC0101EN,students,1
2843,SC0101EN,experience,1
2844,SC0101EN,process,1
2845,SC0101EN,features,1
2846,SC0101EN,tasks,1
2847,SC0101EN,previous,1
2848,SC0101EN,start,1
2849,SC0101EN,give,1
2850,SC0101EN,appreciation,1
2851,SC0101EN,assumed,1
2852,SC0101EN,curricula,1
2853,SC0101EN,developers,1
2854,SC0101EN,ensures,1
2855,SC0101EN,experienced,1
2856,SC0101EN,know¬≠how,1
2857,SC0101EN,solid,1
2858,SC0101EN,tooling,1
2859,SC0101EN,typesafe,1
2860,SC0101EN,useful,1
2861,GPXX0QTEEN,microservices,1
2862,GPXX0QTEEN,using,1
2863,GPXX0QTEEN,eclipse,1
2864,GPXX0QTEEN,java,1
2865,GPXX0QTEEN,microprofile,2
2866,GPXX0QTEEN,microservice,1
2867,GPXX0QTEEN,health,4
2868,GPXX0QTEEN,explore,1
2869,GPXX0QTEEN,check,2
2870,GPXX0QTEEN,checking,1
2871,GPXX0QTEEN,report,1
2872,GPXX0WTIEN,learn,1
2873,GPXX0WTIEN,including,1
2874,GPXX0WTIEN,learning,1
2875,GPXX0WTIEN,machine,1
2876,GPXX0WTIEN,guided,1
2877,GPXX0WTIEN,project,1
2878,GPXX0WTIEN,python,2
2879,GPXX0WTIEN,image,2
2880,GPXX0WTIEN,recognition,1
2881,GPXX0WTIEN,model,3
2882,GPXX0WTIEN,process,1
2883,GPXX0WTIEN,library,1
2884,GPXX0WTIEN,know,2
2885,GPXX0WTIEN,hotdog,2
2886,GPXX0WTIEN,picture,1
2887,GPXX0WTIEN,you‚,1
2888,GPXX0WTIEN,certain,1
2889,GPXX0WTIEN,bird,1
2890,GPXX0WTIEN,days,1
2891,GPXX0WTIEN,detect,1
2892,GPXX0WTIEN,lot,1
2893,GPXX0WTIEN,machines,1
2894,GPXX0WTIEN,object,2
2895,GPXX0WTIEN,plane,1
2896,GPXX0WTIEN,pytorch,1
2897,GPXX0WTIEN,recognizing,1
2898,GPXX0WTIEN,repeated,1
2899,GPXX0WTIEN,superman,1
2900,GPXX0WTIEN,train,3
2901,GPXX08WYEN,learn,1
2902,GPXX08WYEN,microservices,2
2903,GPXX08WYEN,using,2
2904,GPXX08WYEN,eclipse,1
2905,GPXX08WYEN,java,1
2906,GPXX08WYEN,microprofile,2
2907,GPXX08WYEN,provide,1
2908,GPXX08WYEN,config,2
2909,GPXX08WYEN,configuration,2
2910,GPXX08WYEN,external,1
2911,GPXX08WYEN,externalizing,1
2912,GPXX0UMSEN,learn,1
2913,GPXX0UMSEN,services,1
2914,GPXX0UMSEN,system,2
2915,GPXX0UMSEN,microservices,1
2916,GPXX0UMSEN,reactive,3
2917,GPXX0UMSEN,restful,2
2918,GPXX0UMSEN,using,1
2919,GPXX0UMSEN,java,1
2920,GPXX0UMSEN,microprofile,1
2921,GPXX0UMSEN,integrate,1
2922,GPXX0UMSEN,messaging,1
2923,GPXX0UMSEN,integrating,1
2924,GPXX0M6UEN,use,1
2925,GPXX0M6UEN,using,1
2926,GPXX0M6UEN,database,1
2927,GPXX0M6UEN,guided,1
2928,GPXX0M6UEN,project,1
2929,GPXX0M6UEN,line,1
2930,GPXX0M6UEN,cassandra,3
2931,GPXX0M6UEN,language,1
2932,GPXX0M6UEN,query,1
2933,GPXX0M6UEN,operations,2
2934,GPXX0M6UEN,command,1
2935,GPXX0M6UEN,shell,2
2936,GPXX0M6UEN,cql,1
2937,GPXX0M6UEN,execute,2
2938,GPXX0M6UEN,keyspace,2
2939,GPXX097UEN,create,2
2940,GPXX097UEN,read,1
2941,GPXX097UEN,using,1
2942,GPXX097UEN,performing,1
2943,GPXX097UEN,guided,1
2944,GPXX097UEN,project,1
2945,GPXX097UEN,line,1
2946,GPXX097UEN,table,2
2947,GPXX097UEN,cassandra,2
2948,GPXX097UEN,perform,1
2949,GPXX097UEN,update,1
2950,GPXX097UEN,interface,1
2951,GPXX097UEN,operations,2
2952,GPXX097UEN,command,1
2953,GPXX097UEN,shell,1
2954,GPXX097UEN,cql,1
2955,GPXX097UEN,cqlsh,1
2956,GPXX097UEN,crud,2
2957,GPXX097UEN,delete,1
2958,SN0111EN,coming,1
2959,SN0111EN,create,1
2960,SN0111EN,course,3
2961,SN0111EN,videos,1
2962,SN0111EN,creating,1
2963,SN0111EN,get,1
2964,SN0111EN,guided,2
2965,SN0111EN,started,1
2966,SN0111EN,hands,2
2967,SN0111EN,lab,1
2968,SN0111EN,available,1
2969,SN0111EN,projects,2
2970,SN0111EN,certificate,1
2971,SN0111EN,labs,1
2972,SN0111EN,assessments,1
2973,SN0111EN,instructions,1
2974,SN0111EN,preview,1
2975,SN0111EN,publish,1
2976,SN0111EN,version,1
2977,SN0111EN,weeks,1
2978,GPXX0JGFEN,create,1
2979,GPXX0JGFEN,learn,1
2980,GPXX0JGFEN,jax,2
2981,GPXX0JGFEN,restful,1
2982,GPXX0JGFEN,rs,2
2983,GPXX0JGFEN,using,1
2984,GPXX0JGFEN,liberty,1
2985,GPXX0JGFEN,open,1
2986,GPXX0JGFEN,service,1
2987,GPXX0JGFEN,java,1
2988,GPXX0JGFEN,json,2
2989,GPXX0JGFEN,microservice,1
2990,GPXX0JGFEN,simple,1
2991,GPXX0JGFEN,building,1
2992,GPXX0JGFEN,rest,1
2993,GPXX0JGFEN,b,2
2994,CO0193EN,cloud,2
2995,CO0193EN,services,2
2996,CO0193EN,conference,2
2997,CO0193EN,containers,2
2998,CO0193EN,hybrid,2
2999,CO0193EN,backend,2
3000,GPXX0HC7EN,using,1
3001,GPXX0HC7EN,guided,1
3002,GPXX0HC7EN,project,1
3003,GPXX0HC7EN,python,1
3004,GPXX0HC7EN,artistic,1
3005,GPXX0HC7EN,creativity,1
3006,GPXX0HC7EN,opencv,1
3007,GPXX0HC7EN,painting,1
3008,GPXX0HC7EN,paintings,2
3009,GPXX0HC7EN,photographs,2
3010,GPXX0HC7EN,photos,1
3011,GPXX0HC7EN,showcase,1
3012,GPXX0HC7EN,sketch,1
3013,GPXX0HC7EN,sketches,2
3014,GPXX0HC7EN,transform,3
3015,GPXX0HC7EN,wanted,1
3016,GPXX0HC7EN,¬†,1
3017,GPXX04MXEN,users,1
3018,GPXX04MXEN,introduction,1
3019,GPXX04MXEN,testing,2
3020,GPXX04MXEN,different,1
3021,GPXX04MXEN,performs,1
3022,GPXX04MXEN,set,1
3023,GPXX04MXEN,groups,1
3024,GPXX04MXEN,design,1
3025,GPXX04MXEN,b,1
3026,GPXX04MXEN,allocated,1
3027,GPXX04MXEN,compare,1
3028,GPXX04MXEN,decide,1
3029,GPXX04MXEN,experiment,2
3030,GPXX04MXEN,experimental,1
3031,GPXX04MXEN,quick,1
3032,GPXX04MXEN,refers,1
3033,GPXX04MXEN,something,1
3034,GPXX04MXEN,two,1
3035,GPXX04MXEN,versions,1
3036,DS0101EN,data,7
3037,DS0101EN,course,1
3038,DS0101EN,used,1
3039,DS0101EN,introduction,1
3040,DS0101EN,science,5
3041,DS0101EN,get,1
3042,DS0101EN,working,1
3043,DS0101EN,work,1
3044,DS0101EN,times,1
3045,DS0101EN,field,2
3046,DS0101EN,overview,1
3047,DS0101EN,every,1
3048,DS0101EN,today,1
3049,DS0101EN,year,1
3050,DS0101EN,collection,1
3051,DS0101EN,insights,1
3052,DS0101EN,people,1
3053,DS0101EN,trends,1
3054,DS0101EN,ancient,2
3055,DS0101EN,art,1
3056,DS0101EN,carved,1
3057,DS0101EN,census,1
3058,DS0101EN,distinct,1
3059,DS0101EN,efficiency,1
3060,DS0101EN,egyptians,1
3061,DS0101EN,flooding,1
3062,DS0101EN,increase,1
3063,DS0101EN,meet,1
3064,DS0101EN,practitioners,1
3065,DS0101EN,predicted,1
3066,DS0101EN,river,1
3067,DS0101EN,tax,1
3068,DS0101EN,uncovering,1
3069,DS0101EN,unique,1
3070,LB0101ENv1,course,1
3071,LB0101ENv1,need,1
3072,LB0101ENv1,problems,1
3073,LB0101ENv1,systems,2
3074,LB0101ENv1,reactive,6
3075,LB0101ENv1,introduction,1
3076,LB0101ENv1,teaches,1
3077,LB0101ENv1,architecture,2
3078,LB0101ENv1,different,1
3079,LB0101ENv1,introduces,1
3080,LB0101ENv1,programming,1
3081,LB0101ENv1,core,1
3082,LB0101ENv1,students,1
3083,LB0101ENv1,solve,1
3084,LB0101ENv1,principles,1
3085,LB0101ENv1,showing,1
3086,LB0101ENv1,relate,1
3087,LB0101ENv1,architectures,1
3088,LB0101ENv1,contrasts,1
3089,LB0101ENv1,trying,1
3090,DS0301EN,data,2
3091,DS0301EN,fundamentals,2
3092,DS0301EN,privacy,2
3093,GPXX0RL8EN,consuming,1
3094,GPXX0RL8EN,restful,2
3095,GPXX0RL8EN,liberty,1
3096,GPXX0RL8EN,open,1
3097,GPXX0RL8EN,service,2
3098,GPXX0RL8EN,access,1
3099,GPXX0RL8EN,java,1
3100,GPXX0RL8EN,web,2
3101,GPXX0RL8EN,simple,1
3102,GPXX0RL8EN,resources,1
3103,GPXX0RL8EN,consume,1
3104,GPXX0RL8EN,angularjs,2
3105,GPXX05LMEN,learn,1
3106,GPXX05LMEN,microservices,2
3107,GPXX05LMEN,using,1
3108,GPXX05LMEN,framework,1
3109,GPXX05LMEN,liberty,1
3110,GPXX05LMEN,open,1
3111,GPXX05LMEN,test,1
3112,GPXX05LMEN,testing,1
3113,GPXX05LMEN,java,2
3114,GPXX05LMEN,implement,1
3115,GPXX05LMEN,contracts,1
3116,GPXX05LMEN,driven,2
3117,GPXX05LMEN,consumer,2
3118,GPXX05LMEN,contract,1
3119,GPXX05LMEN,pact,1
3120,BD0111EN,data,2
3121,BD0111EN,course,1
3122,BD0111EN,large,1
3123,BD0111EN,processing,1
3124,BD0111EN,apache,1
3125,BD0111EN,big,1
3126,BD0111EN,distributed,1
3127,BD0111EN,teaches,1
3128,BD0111EN,hadoop,3
3129,BD0111EN,concepts,1
3130,BD0111EN,introduces,1
3131,BD0111EN,free,1
3132,BD0111EN,sets,1
3133,CC0101EN,cloud,3
3134,CC0101EN,course,1
3135,CC0101EN,computing,2
3136,CC0101EN,introduction,1
3137,CC0101EN,concepts,1
3138,CC0101EN,introduces,1
3139,CC0101EN,understanding,1
3140,CC0101EN,foundational,1
3141,CC0101EN,knowledge,1
3142,CC0101EN,core,1
3143,CC0101EN,business,1
3144,CC0101EN,gain,1
3145,CC0101EN,perspectives,1
3146,CC0101EN,practitioner,1
3147,CC0101EN,required,1
3148,GPXX0UN5EN,build,1
3149,GPXX0UN5EN,classification,2
3150,GPXX0UN5EN,popular,1
3151,GPXX0UN5EN,processing,1
3152,GPXX0UN5EN,several,1
3153,GPXX0UN5EN,understand,1
3154,GPXX0UN5EN,using,1
3155,GPXX0UN5EN,analysis,2
3156,GPXX0UN5EN,test,1
3157,GPXX0UN5EN,guided,1
3158,GPXX0UN5EN,project,1
3159,GPXX0UN5EN,media,1
3160,GPXX0UN5EN,service,1
3161,GPXX0UN5EN,social,2
3162,GPXX0UN5EN,help,2
3163,GPXX0UN5EN,tool,1
3164,GPXX0UN5EN,language,1
3165,GPXX0UN5EN,sentiment,3
3166,GPXX0UN5EN,business,1
3167,GPXX0UN5EN,model,1
3168,GPXX0UN5EN,brand,1
3169,GPXX0UN5EN,negative,1
3170,GPXX0UN5EN,positive,1
3171,GPXX0UN5EN,product,1
3172,GPXX0UN5EN,information,1
3173,GPXX0UN5EN,derive,1
3174,GPXX0UN5EN,techniques,1
3175,GPXX0UN5EN,become,1
3176,GPXX0UN5EN,businesses,1
3177,GPXX0UN5EN,divide,1
3178,GPXX0UN5EN,extract,1
3179,GPXX0UN5EN,introduced,1
3180,GPXX0UN5EN,meaning,1
3181,GPXX0UN5EN,natural,1
3182,GPXX0UN5EN,reviews,3
3183,GPXX0UN5EN,subjective,1
3184,GPXX0UN5EN,yelp,2
3185,BD0221EN,data,1
3186,BD0221EN,classification,1
3187,BD0221EN,learning,2
3188,BD0221EN,machine,2
3189,BD0221EN,provides,3
3190,BD0221EN,spark,2
3191,BD0221EN,pipelines,1
3192,BD0221EN,tools,1
3193,BD0221EN,algorithms,1
3194,BD0221EN,clustering,1
3195,BD0221EN,operations,1
3196,BD0221EN,statistics,1
3197,BD0221EN,various,1
3198,BD0221EN,library,1
3199,BD0221EN,algebra,1
3200,BD0221EN,linear,1
3201,BD0221EN,regression,1
3202,BD0221EN,collaborative,1
3203,BD0221EN,featurization,1
3204,BD0221EN,filtering,1
3205,BD0221EN,handing,1
3206,BD0221EN,handling,1
3207,BD0221EN,known,1
3208,BD0221EN,mllib,3
3209,BD0221EN,persistence,1
3210,BD0221EN,utilities,1
3211,CC0103EN,cloud,4
3212,CC0103EN,learn,1
3213,CC0103EN,services,1
3214,CC0103EN,course,1
3215,CC0103EN,ibm,3
3216,CC0103EN,public,1
3217,CC0103EN,open,1
3218,CC0103EN,essentials,1
3219,CC0103EN,introduces,1
3220,CC0103EN,make,1
3221,CC0103EN,secure,1
3222,CC0103EN,many,1
3223,CC0103EN,developers,1
3224,CC0103EN,enterprises,1
3225,CC0103EN,offerings,1
3226,CC0103EN,v3,1
3227,GPXX0TY1EN,data,1
3228,GPXX0TY1EN,ibm,1
3229,GPXX0TY1EN,performing,1
3230,GPXX0TY1EN,database,2
3231,GPXX0TY1EN,guided,1
3232,GPXX0TY1EN,project,1
3233,GPXX0TY1EN,service,1
3234,GPXX0TY1EN,perform,1
3235,GPXX0TY1EN,simple,1
3236,GPXX0TY1EN,operations,3
3237,GPXX0TY1EN,activities,1
3238,GPXX0TY1EN,launch,1
3239,GPXX0TY1EN,dashboard,2
3240,GPXX0TY1EN,monitor,1
3241,GPXX0TY1EN,cloudant,2
3242,GPXX0TY1EN,dbaas,1
3243,GPXX0TY1EN,querying,1
3244,GPXX0TY1EN,copying,1
3245,GPXX0T3CEN,cloud,1
3246,GPXX0T3CEN,data,1
3247,GPXX0T3CEN,ibm,2
3248,GPXX0T3CEN,database,1
3249,GPXX0T3CEN,guided,1
3250,GPXX0T3CEN,project,1
3251,GPXX0T3CEN,working,2
3252,GPXX0T3CEN,databases,1
3253,GPXX0T3CEN,operations,1
3254,GPXX0T3CEN,real,1
3255,GPXX0T3CEN,explore,1
3256,GPXX0T3CEN,cloudant,1
3257,GPXX0T3CEN,estate,1
3258,PY0101EN,data,2
3259,PY0101EN,take,1
3260,PY0101EN,based,1
3261,PY0101EN,course,1
3262,PY0101EN,using,1
3263,PY0101EN,analysis,1
3264,PY0101EN,science,1
3265,PY0101EN,basic,1
3266,PY0101EN,hands,1
3267,PY0101EN,python,4
3268,PY0101EN,lab,1
3269,PY0101EN,programming,1
3270,PY0101EN,perform,1
3271,PY0101EN,environment,1
3272,PY0101EN,write,1
3273,PY0101EN,able,1
3274,PY0101EN,jupyter,1
3275,PY0101EN,matter,1
3276,PY0101EN,beginner,1
3277,PY0101EN,friendly,1
3278,PY0101EN,hours,1
3279,PY0101EN,scripts,1
3280,PY0101EN,zero,1
3281,CC0201EN,cloud,1
3282,CC0201EN,course,1
3283,CC0201EN,computing,1
3284,CC0201EN,introduction,1
3285,CC0201EN,containers,4
3286,CC0201EN,docker,1
3287,CC0201EN,concepts,1
3288,CC0201EN,introduces,1
3289,CC0201EN,virtual,1
3290,CC0201EN,core,1
3291,CC0201EN,ecosystem,1
3292,CC0201EN,istio,1
3293,CC0201EN,kubernetes,3
3294,CC0201EN,explains,1
3295,CC0201EN,openshift,2
3296,CC0201EN,covers,1
3297,CC0201EN,knative,1
3298,CC0201EN,emerging,1
3299,CC0201EN,related,1
3300,CC0201EN,machines,1
3301,CC0201EN,differ,1
3302,CC0201EN,importance,1
3303,CC0201EN,technologies,1
3304,CC0201EN,v2,1
3305,BD0123EN,data,1
3306,BD0123EN,learn,1
3307,BD0123EN,system,1
3308,BD0123EN,apache,1
3309,BD0123EN,cluster,1
3310,BD0123EN,used,1
3311,BD0123EN,get,1
3312,BD0123EN,topic,1
3313,BD0123EN,pipelines,2
3314,BD0123EN,terms,1
3315,BD0123EN,messaging,1
3316,BD0123EN,something,1
3317,BD0123EN,consumer,1
3318,BD0123EN,brewing,1
3319,BD0123EN,broker,1
3320,BD0123EN,category,1
3321,BD0123EN,connected,1
3322,BD0123EN,describe,1
3323,BD0123EN,hear,1
3324,BD0123EN,kafka,1
3325,BD0123EN,means,1
3326,BD0123EN,producer,1
3327,BD0123EN,simplifying,1
3328,DB0101EN,database,1
3329,DB0101EN,first,1
3330,DB0101EN,hands,1
3331,DB0101EN,basics,1
